obsTimes,filter,absFlux
2556.0000937041,r,6.0828120563
2556.0000937041,g,6.0828120563
2556.9999816985,r,6.2263402635
2556.9999816985,g,6.2263402635
2557.9998696929,r,6.2109664794
2557.9998696929,g,6.2109664794
2559.0002016873,r,6.3054227467
2559.0002016873,g,6.3054227467
2560.0000896817,r,6.2053745936
2560.0000896817,g,6.2053745936
2560.9999776761,r,6.0596358378
2560.9999776761,g,6.0596358378
2561.9998656705,r,6.0951631167
2561.9998656705,g,6.0951631167
2563.0001976649,r,6.0770883566
2563.0001976649,g,6.0770883566
2564.0000856593,r,5.9936795565
2564.0000856593,g,5.9936795565
2564.9999736537,r,5.8655021143
2564.9999736537,g,5.8655021143
2565.9998616481,r,5.9679905086
2565.9998616481,g,5.9679905086
2567.0001936425,r,6.2431413811
2567.0001936425,g,6.2431413811
2568.0000816369,r,6.4056634517
2568.0000816369,g,6.4056634517
2568.9999696314,r,6.4612667192
2568.9999696314,g,6.4612667192
2569.9998576258,r,6.4115799837
2569.9998576258,g,6.4115799837
2571.0001896202,r,6.4067342589
2571.0001896202,g,6.4067342589
2572.0000776146,r,6.143730807
2572.0000776146,g,6.143730807
2572.999965609,r,6.1175066178
2572.999965609,g,6.1175066178
2573.9998536034,r,5.9150636372
2573.9998536034,g,5.9150636372
2575.0001855978,r,6.0105990734
2575.0001855978,g,6.0105990734
2576.0000735922,r,5.8565579966
2576.0000735922,g,5.8565579966
2576.9999615866,r,5.9503454472
2576.9999615866,g,5.9503454472
2577.999849581,r,5.8425013694
2577.999849581,g,5.8425013694
2579.0001815754,r,5.7095484103
2579.0001815754,g,5.7095484103
2580.0000695698,r,5.8577878825
2580.0000695698,g,5.8577878825
2580.9999575642,r,5.9981822217
2580.9999575642,g,5.9981822217
2581.9998455586,r,6.021121665
2581.9998455586,g,6.021121665
2583.000177553,r,5.9892804468
2583.000177553,g,5.9892804468
2584.0000655475,r,6.0824950149
2584.0000655475,g,6.0824950149
2584.9999535419,r,5.9354471284
2584.9999535419,g,5.9354471284
2585.9998415363,r,5.781155847
2585.9998415363,g,5.781155847
2587.0001735307,r,6.0388942319
2587.0001735307,g,6.0388942319
2588.0000615251,r,5.8040594891
2588.0000615251,g,5.8040594891
2588.9999495195,r,5.9691787745
2588.9999495195,g,5.9691787745
2589.9998375139,r,5.7581975432
2589.9998375139,g,5.7581975432
2591.0001695083,r,5.8915832448
2591.0001695083,g,5.8915832448
2592.0000575027,r,5.5657051938
2592.0000575027,g,5.5657051938
2592.9999454971,r,5.4916835874
2592.9999454971,g,5.4916835874
2593.9998334915,r,5.5770572069
2593.9998334915,g,5.5770572069
2595.0001654859,r,5.4737875757
2595.0001654859,g,5.4737875757
2596.0000534803,r,5.5560873827
2596.0000534803,g,5.5560873827
2596.9999414747,r,5.717892541
2596.9999414747,g,5.717892541
2597.9998294692,r,5.4992760164
2597.9998294692,g,5.4992760164
2599.0001614636,r,5.3213868568
2599.0001614636,g,5.3213868568
2600.000049458,r,5.3625153452
2600.000049458,g,5.3625153452
2600.9999374524,r,5.2385022254
2600.9999374524,g,5.2385022254
2601.9998254468,r,5.2584488291
2601.9998254468,g,5.2584488291
2603.0001574412,r,5.294812425
2603.0001574412,g,5.294812425
2604.0000454356,r,5.2126068752
2604.0000454356,g,5.2126068752
2604.99993343,r,5.0335784816
2604.99993343,g,5.0335784816
2605.9998214244,r,4.6932699245
2605.9998214244,g,4.6932699245
2607.0001534188,r,4.9007945727
2607.0001534188,g,4.9007945727
2608.0000414132,r,4.8806290852
2608.0000414132,g,4.8806290852
2608.9999294076,r,4.7408051709
2608.9999294076,g,4.7408051709
2609.999817402,r,4.833266335
2609.999817402,g,4.833266335
2611.0001493964,r,4.9951022871
2611.0001493964,g,4.9951022871
2612.0000373908,r,4.8496025233
2612.0000373908,g,4.8496025233
2612.9999253853,r,4.9236278652
2612.9999253853,g,4.9236278652
2613.9998133797,r,5.0980201572
2613.9998133797,g,5.0980201572
2615.0001453741,r,5.0539802504
2615.0001453741,g,5.0539802504
2616.0000333685,r,4.9214051685
2616.0000333685,g,4.9214051685
2616.9999213629,r,5.2242437621
2616.9999213629,g,5.2242437621
2617.9998093573,r,5.3346826485
2617.9998093573,g,5.3346826485
2619.0001413517,r,5.2755998691
2619.0001413517,g,5.2755998691
2620.0000293461,r,5.3492186831
2620.0000293461,g,5.3492186831
2620.9999173405,r,5.6529554814
2620.9999173405,g,5.6529554814
2621.9998053349,r,5.7281953644
2621.9998053349,g,5.7281953644
2623.0001373293,r,5.7200187718
2623.0001373293,g,5.7200187718
2624.0000253237,r,5.7330046568
2624.0000253237,g,5.7330046568
2624.9999133181,r,5.9222496608
2624.9999133181,g,5.9222496608
2625.9998013125,r,5.7544536506
2625.9998013125,g,5.7544536506
2627.000133307,r,5.8388111197
2627.000133307,g,5.8388111197
2628.0000213014,r,5.6817745249
2628.0000213014,g,5.6817745249
2628.9999092958,r,5.7356792759
2628.9999092958,g,5.7356792759
2629.9997972902,r,5.8260543141
2629.9997972902,g,5.8260543141
2631.0001292846,r,5.8030145916
2631.0001292846,g,5.8030145916
2632.000017279,r,5.8921875602
2632.000017279,g,5.8921875602
2632.9999052734,r,5.9327685241
2632.9999052734,g,5.9327685241
2633.9997932678,r,5.9497905397
2633.9997932678,g,5.9497905397
2635.0001252622,r,5.8059104623
2635.0001252622,g,5.8059104623
2636.0000132566,r,5.810407534
2636.0000132566,g,5.810407534
2636.999901251,r,6.013430997
2636.999901251,g,6.013430997
2637.9997892454,r,6.033185653
2637.9997892454,g,6.033185653
2639.0001212398,r,5.8345686964
2639.0001212398,g,5.8345686964
2640.0000092342,r,5.8209011874
2640.0000092342,g,5.8209011874
2640.9998972287,r,6.0033432469
2640.9998972287,g,6.0033432469
2641.9997852231,r,6.0172834963
2641.9997852231,g,6.0172834963
2643.0001172175,r,6.0847927117
2643.0001172175,g,6.0847927117
2644.0000052119,r,6.0396933812
2644.0000052119,g,6.0396933812
2644.9998932063,r,5.9869417572
2644.9998932063,g,5.9869417572
2645.9997812007,r,6.0902419597
2645.9997812007,g,6.0902419597
2647.0001131951,r,6.0996365953
2647.0001131951,g,6.0996365953
2648.0000011895,r,6.2612574088
2648.0000011895,g,6.2612574088
2648.9998891839,r,6.6854340948
2648.9998891839,g,6.6854340948
2650.0002211783,r,6.5935740372
2650.0002211783,g,6.5935740372
2651.0001091727,r,6.5439753454
2651.0001091727,g,6.5439753454
2651.9999971671,r,6.5453996518
2651.9999971671,g,6.5453996518
2652.9998851615,r,6.5754431771
2652.9998851615,g,6.5754431771
2654.0002171559,r,6.7012440088
2654.0002171559,g,6.7012440088
2655.0001051503,r,6.8691278818
2655.0001051503,g,6.8691278818
2655.9999931448,r,6.7151962066
2655.9999931448,g,6.7151962066
2656.9998811392,r,6.7869364043
2656.9998811392,g,6.7869364043
2658.0002131336,r,6.7939899908
2658.0002131336,g,6.7939899908
2659.000101128,r,6.7976287753
2659.000101128,g,6.7976287753
2659.9999891224,r,6.687294612
2659.9999891224,g,6.687294612
2660.9998771168,r,6.6483275837
2660.9998771168,g,6.6483275837
2662.0002091112,r,6.8499082194
2662.0002091112,g,6.8499082194
2663.0000971056,r,6.8243294962
2663.0000971056,g,6.8243294962
2663.9999851,r,6.701861975
2663.9999851,g,6.701861975
2664.9998730944,r,6.8912266965
2664.9998730944,g,6.8912266965
2666.0002050888,r,6.6391433891
2666.0002050888,g,6.6391433891
2667.0000930832,r,6.8214633332
2667.0000930832,g,6.8214633332
2667.9999810776,r,6.8528699667
2667.9999810776,g,6.8528699667
2668.999869072,r,6.9823152421
2668.999869072,g,6.9823152421
2670.0002010664,r,7.0556548424
2670.0002010664,g,7.0556548424
2671.0000890609,r,7.148408674
2671.0000890609,g,7.148408674
2671.9999770553,r,7.1207400709
2671.9999770553,g,7.1207400709
2672.9998650497,r,7.2179358105
2672.9998650497,g,7.2179358105
2674.0001970441,r,6.9636458225
2674.0001970441,g,6.9636458225
2675.0000850385,r,7.2212067462
2675.0000850385,g,7.2212067462
2675.9999730329,r,7.0667253746
2675.9999730329,g,7.0667253746
2676.9998610273,r,7.2527974084
2676.9998610273,g,7.2527974084
2678.0001930217,r,7.2137676906
2678.0001930217,g,7.2137676906
2679.0000810161,r,7.0342926648
2679.0000810161,g,7.0342926648
2679.9999690105,r,6.9396195198
2679.9999690105,g,6.9396195198
2680.9998570049,r,7.0671588776
2680.9998570049,g,7.0671588776
2682.0001889993,r,7.3237327046
2682.0001889993,g,7.3237327046
2683.0000769937,r,7.3613888805
2683.0000769937,g,7.3613888805
2683.9999649881,r,7.2376847174
2683.9999649881,g,7.2376847174
2684.9998529826,r,7.4202191852
2684.9998529826,g,7.4202191852
2686.000184977,r,7.1403531729
2686.000184977,g,7.1403531729
2687.0000729714,r,7.1136631726
2687.0000729714,g,7.1136631726
2687.9999609658,r,7.2632618616
2687.9999609658,g,7.2632618616
2688.9998489602,r,7.4008766051
2688.9998489602,g,7.4008766051
2690.0001809546,r,7.2966598144
2690.0001809546,g,7.2966598144
2691.000068949,r,7.226294251
2691.000068949,g,7.226294251
2691.9999569434,r,7.4400175652
2691.9999569434,g,7.4400175652
2692.9998449378,r,7.2672254416
2692.9998449378,g,7.2672254416
2694.0001769322,r,7.2667175455
2694.0001769322,g,7.2667175455
2695.0000649266,r,7.3183697946
2695.0000649266,g,7.3183697946
2695.999952921,r,7.4570550888
2695.999952921,g,7.4570550888
2696.9998409154,r,7.3037993458
2696.9998409154,g,7.3037993458
2698.0001729098,r,7.1222108548
2698.0001729098,g,7.1222108548
2699.0000609043,r,7.2446704378
2699.0000609043,g,7.2446704378
2699.9999488987,r,7.2268909943
2699.9999488987,g,7.2268909943
2700.9998368931,r,6.9991157918
2700.9998368931,g,6.9991157918
2702.0001688875,r,7.1841672113
2702.0001688875,g,7.1841672113
2703.0000568819,r,7.2678587549
2703.0000568819,g,7.2678587549
2703.9999448763,r,7.5444809008
2703.9999448763,g,7.5444809008
2704.9998328707,r,7.4121491046
2704.9998328707,g,7.4121491046
2706.0001648651,r,7.434611449
2706.0001648651,g,7.434611449
2707.0000528595,r,7.3444940527
2707.0000528595,g,7.3444940527
2707.9999408539,r,7.5022437801
2707.9999408539,g,7.5022437801
2708.9998288483,r,7.4239083585
2708.9998288483,g,7.4239083585
2710.0001608427,r,7.5548513616
2710.0001608427,g,7.5548513616
2711.0000488371,r,7.6356123531
2711.0000488371,g,7.6356123531
2711.9999368315,r,7.4259999855
2711.9999368315,g,7.4259999855
2712.9998248259,r,7.6722191971
2712.9998248259,g,7.6722191971
2714.0001568204,r,7.5409123413
2714.0001568204,g,7.5409123413
2715.0000448148,r,7.5165121454
2715.0000448148,g,7.5165121454
